日期,品牌,产品类别,产品型号,销售数量,单价(元),销售额(元),省份,城市,销售渠道,经销商
2025-10-31,联想,平板,Yoga Tab 13,2,4954,9908,浙江,嘉兴,京东,京东平台
2025-10-31,小米,手表,Redmi Watch 4,10,565,5650,山东,潍坊,天猫,天猫平台
2025-11-01,荣耀,平板,Pad 9,8,2217,17736,湖南,衡阳,天猫,天猫平台
2025-11-02,惠普,笔记本,暗影精灵9,3,8809,26427,湖南,衡阳,京东,京东平台
2025-11-02,vivo,手机,Y100,5,1858,9290,安徽,蚌埠,京东,京东平台
2025-11-02,惠普,笔记本,暗影精灵9,6,8800,52800,安徽,合肥,京东,京东平台
2025-11-04,荣耀,平板,Pad X9,12,1317,15804,辽宁,沈阳,天猫,天猫平台
2025-11-04,联想,平板,小新Pad Pro,6,3244,19464,四川,宜宾,品牌官网,品牌官网平台
2025-11-04,索尼,耳机,WF-1000XM5,15,1599,23985,湖南,株洲,京东,京东平台
2025-11-04,苹果,手机,iPhone 15,9,6597,59373,上海,上海市,电器城,上海市苹果专卖店
2025-11-04,OPPO,手表,Watch 4 Pro,8,2081,16648,江苏,苏州,拼多多,拼多多平台
2025-11-05,小米,笔记本,Xiaomi Book Pro 16,11,7672,84392,北京,北京市,天猫,天猫平台
2025-11-06,戴尔,笔记本,Inspiron 15,1,5483,5483,北京,北京市,拼多多,拼多多平台
2025-11-06,华为,平板,MatePad Pro,5,4757,23785,江苏,南京,京东,京东平台
2025-11-06,荣耀,平板,Pad X9,11,1512,16632,湖北,宜昌,品牌官网,品牌官网平台
2025-11-06,惠普,显示器,E27u G5,14,2261,31654,河南,郑州,拼多多,拼多多平台
2025-11-07,OPPO,手机,Reno 11,10,3394,33940,福建,福州,品牌官网,品牌官网平台
2025-11-07,荣耀,平板,Pad X9,15,1402,21030,上海,上海市,天猫,天猫平台
2025-11-07,小米,笔记本,Xiaomi Book Pro 16,12,8574,102888,山东,烟台,品牌官网,品牌官网平台
2025-11-08,三星,平板,Tab A9,3,2476,7428,江苏,苏州,线下专卖店,苏州电器城
2025-11-08,小米,手机,Xiaomi 14,7,4076,28532,陕西,西安,天猫,天猫平台
2025-11-08,三星,手机,Galaxy A55,11,3926,43186,浙江,宁波,京东,京东平台
2025-11-08,戴尔,显示器,UltraSharp 27,8,3127,25016,山东,烟台,天猫,天猫平台
2025-11-08,荣耀,手机,X50,7,1712,11984,陕西,宝鸡,京东,京东平台
2025-11-08,小米,笔记本,Xiaomi Book Pro 16,8,8413,67304,上海,上海市,电器城,上海市小米专卖店
2025-11-09,苹果,手机,iPhone 15 Pro,8,11879,95032,辽宁,大连,拼多多,拼多多平台
2025-11-09,苹果,耳机,AirPods Pro 2,4,1899,7596,安徽,合肥,电器城,合肥电器城
2025-11-09,索尼,手机,Xperia 1 V,1,9462,9462,湖南,常德,天猫,天猫平台
2025-11-10,惠普,显示器,X27q,5,1813,9065,四川,成都,拼多多,拼多多平台
2025-11-10,戴尔,笔记本,XPS 13,9,9261,83349,上海,上海市,电器城,上海市电器城
2025-11-10,索尼,耳机,LinkBuds S,3,1099,3297,上海,上海市,天猫,天猫平台
2025-11-10,OPPO,手表,Watch 4 Pro,3,2068,6204,浙江,杭州,品牌官网,品牌官网平台
2025-11-10,小米,手机,Xiaomi 14,6,4039,24234,四川,绵阳,京东,京东平台
2025-11-11,苹果,耳机,AirPods 3,2,1399,2798,陕西,西安,天猫,天猫平台
2025-11-11,华为,耳机,FreeBuds Pro 3,4,1199,4796,上海,上海市,品牌官网,品牌官网平台
2025-11-12,三星,手机,Galaxy Z Flip5,5,8639,43195,江苏,南京,线下专卖店,南京三星专卖店
2025-11-12,小米,手机,Xiaomi 13T,12,3751,45012,河南,郑州,拼多多,拼多多平台
2025-11-12,戴尔,笔记本,Alienware m16,15,19119,286785,重庆,重庆市,拼多多,拼多多平台
2025-11-13,华为,平板,MatePad 11,12,3194,38328,湖南,常德,京东,京东平台
2025-11-13,戴尔,显示器,S2721QS,14,2260,31640,北京,北京市,拼多多,拼多多平台
2025-11-14,vivo,耳机,TWS 3,11,528,5808,广东,深圳,电器城,深圳vivo专卖店
2025-11-15,索尼,手机,Xperia 5 V,1,6580,6580,河南,洛阳,线下专卖店,洛阳电器城
2025-11-15,索尼,耳机,LinkBuds S,2,1099,2198,湖北,武汉,拼多多,拼多多平台
2025-11-15,索尼,耳机,WF-1000XM5,8,1599,12792,陕西,西安,品牌官网,品牌官网平台
2025-11-15,三星,手表,Galaxy Watch 6,7,2328,16296,江苏,无锡,拼多多,拼多多平台
2025-11-16,戴尔,显示器,S2721QS,11,2226,24486,北京,北京市,品牌官网,品牌官网平台
2025-11-16,联想,平板,Yoga Tab 13,1,4002,4002,湖北,武汉,天猫,天猫平台
2025-11-16,华为,平板,MatePad 11,7,3145,22015,陕西,西安,电器城,西安电器城
2025-11-17,小米,手表,Xiaomi Watch S3,5,1025,5125,陕西,西安,拼多多,拼多多平台
2025-11-17,戴尔,显示器,S2721QS,4,2713,10852,上海,上海市,品牌官网,品牌官网平台
2025-11-17,荣耀,手表,Watch 4,9,1232,11088,安徽,芜湖,电器城,芜湖电器城
2025-11-18,OPPO,耳机,Enco Air3,6,313,1878,江苏,苏州,拼多多,拼多多平台
2025-11-18,vivo,手机,Y100,9,1995,17955,辽宁,沈阳,品牌官网,品牌官网平台
2025-11-18,小米,手表,Xiaomi Watch S3,13,958,12454,山东,潍坊,拼多多,拼多多平台
2025-11-19,惠普,笔记本,暗影精灵9,10,8770,87700,安徽,蚌埠,线下专卖店,蚌埠惠普专卖店
2025-11-19,联想,平板,Yoga Tab 13,8,4011,32088,浙江,杭州,品牌官网,品牌官网平台
2025-11-20,苹果,笔记本,MacBook Air M2,12,10764,129168,北京,北京市,天猫,天猫平台
2025-11-21,惠普,显示器,X27q,11,1937,21307,安徽,合肥,品牌官网,品牌官网平台
2025-11-21,联想,笔记本,拯救者Y9000P,4,12748,50992,上海,上海市,线下专卖店,上海市电器城
2025-11-22,华为,耳机,FreeBuds 5,12,899,10788,上海,上海市,天猫,天猫平台
2025-11-22,荣耀,手表,Band 7,10,335,3350,湖北,武汉,品牌官网,品牌官网平台
2025-11-23,荣耀,手表,Watch 4,4,1350,5400,重庆,重庆市,拼多多,拼多多平台
2025-11-23,戴尔,显示器,S2721QS,12,2502,30024,安徽,合肥,拼多多,拼多多平台
2025-11-23,联想,笔记本,小新Pro 16,1,5029,5029,山东,青岛,电器城,青岛联想专卖店
2025-11-24,小米,手表,Redmi Watch 4,7,786,5502,上海,上海市,拼多多,拼多多平台
2025-11-24,荣耀,平板,Pad 9,4,2651,10604,四川,宜宾,电器城,宜宾荣耀专卖店
2025-11-24,联想,笔记本,ThinkPad X1 Carbon,15,14663,219945,河南,新乡,电器城,新乡电器城
2025-11-24,联想,笔记本,小新Pro 16,4,6502,26008,陕西,西安,线下专卖店,西安电器城
2025-11-25,华为,耳机,FreeBuds 5,2,899,1798,河北,石家庄,品牌官网,品牌官网平台
2025-11-25,苹果,耳机,AirPods Pro 2,10,1899,18990,广东,佛山,京东,京东平台
2025-11-26,荣耀,手表,Band 7,6,382,2292,广东,广州,电器城,广州荣耀专卖店
2025-11-26,荣耀,手机,X50,4,1871,7484,安徽,合肥,电器城,合肥荣耀专卖店
2025-11-26,戴尔,显示器,UltraSharp 27,13,3726,48438,湖南,株洲,线下专卖店,株洲电器城
2025-11-28,小米,笔记本,RedmiBook Pro 15,4,6224,24896,湖北,武汉,拼多多,拼多多平台
2025-11-28,惠普,显示器,X27q,7,1687,11809,江苏,常州,品牌官网,品牌官网平台
2025-11-28,戴尔,笔记本,Alienware m16,5,15803,79015,四川,成都,拼多多,拼多多平台
2025-11-29,vivo,手机,S18,15,3169,47535,上海,上海市,京东,京东平台
2025-11-29,荣耀,平板,Pad 9,6,2559,15354,福建,厦门,线下专卖店,厦门荣耀专卖店
2025-11-30,华为,手机,Mate 60,12,6839,82068,安徽,芜湖,品牌官网,品牌官网平台
2025-11-30,索尼,手机,Xperia 1 V,2,9528,19056,辽宁,大连,京东,京东平台
2025-12-01,苹果,耳机,AirPods Pro 2,12,1899,22788,四川,绵阳,拼多多,拼多多平台
2025-12-01,荣耀,手机,Magic6 Pro,5,6111,30555,浙江,嘉兴,电器城,嘉兴荣耀专卖店
2025-12-01,vivo,耳机,TWS 3,4,633,2532,山东,烟台,电器城,烟台电器城
2025-12-02,vivo,手机,X100 Pro,6,6771,40626,安徽,芜湖,电器城,芜湖电器城
2025-12-02,联想,平板,小新Pad Pro,11,3153,34683,河北,保定,电器城,保定电器城
2025-12-02,戴尔,显示器,UltraSharp 27,1,3432,3432,广东,深圳,天猫,天猫平台
2025-12-03,惠普,笔记本,Spectre x360,6,12415,74490,福建,泉州,品牌官网,品牌官网平台
2025-12-03,华为,平板,MatePad 11,1,2941,2941,陕西,宝鸡,京东,京东平台
2025-12-03,联想,平板,小新Pad Pro,1,2730,2730,福建,厦门,天猫,天猫平台
2025-12-03,小米,笔记本,RedmiBook Pro 15,7,5144,36008,安徽,合肥,线下专卖店,合肥小米专卖店
2025-12-04,联想,平板,Yoga Tab 13,14,4996,69944,重庆,重庆市,线下专卖店,重庆市电器城
2025-12-04,OPPO,耳机,Enco X2,10,1040,10400,湖南,衡阳,京东,京东平台
2025-12-05,联想,笔记本,小新Pro 16,3,6077,18231,湖南,株洲,线下专卖店,株洲联想专卖店
2025-12-06,索尼,耳机,LinkBuds S,7,1099,7693,陕西,宝鸡,天猫,天猫平台
2025-12-06,vivo,耳机,TWS Air,6,235,1410,浙江,杭州,品牌官网,品牌官网平台
2025-12-06,小米,平板,Xiaomi Pad 6,10,2703,27030,湖北,襄阳,品牌官网,品牌官网平台
2025-12-07,OPPO,手机,Find X7 Ultra,3,6192,18576,广东,东莞,天猫,天猫平台
2025-12-07,小米,手表,Xiaomi Watch S3,14,1142,15988,重庆,重庆市,品牌官网,品牌官网平台
2025-12-07,荣耀,平板,Pad 9,4,2138,8552,河南,郑州,电器城,郑州荣耀专卖店
2025-12-07,索尼,耳机,LinkBuds S,13,1099,14287,浙江,温州,拼多多,拼多多平台
2025-12-07,华为,笔记本,MateBook 14,7,7439,52073,辽宁,大连,拼多多,拼多多平台
2025-12-08,苹果,平板,iPad Pro 11,6,7157,42942,陕西,西安,拼多多,拼多多平台
2025-12-08,惠普,笔记本,Spectre x360,14,11260,157640,安徽,芜湖,天猫,天猫平台
2025-12-08,联想,笔记本,拯救者Y9000P,15,10375,155625,北京,北京市,电器城,北京市电器城
2025-12-08,vivo,耳机,TWS 3,12,642,7704,上海,上海市,拼多多,拼多多平台
2025-12-09,荣耀,手机,90 GT,10,3192,31920,湖北,宜昌,天猫,天猫平台
2025-12-09,vivo,手机,S18,4,3150,12600,上海,上海市,品牌官网,品牌官网平台
2025-12-09,OPPO,耳机,Enco Air3,4,381,1524,安徽,芜湖,品牌官网,品牌官网平台
2025-12-10,三星,平板,Tab A9,5,2039,10195,湖北,武汉,拼多多,拼多多平台
2025-12-10,OPPO,手表,Watch 4 Pro,8,2412,19296,湖南,长沙,电器城,长沙电器城
2025-12-10,小米,手机,Xiaomi 13T,11,3926,43186,广东,深圳,京东,京东平台
2025-12-10,惠普,显示器,X27q,14,1600,22400,北京,北京市,天猫,天猫平台
2025-12-11,荣耀,笔记本,MagicBook X 14,15,4540,68100,重庆,重庆市,拼多多,拼多多平台
2025-12-11,惠普,笔记本,Spectre x360,1,9776,9776,浙江,温州,天猫,天猫平台
2025-12-11,三星,平板,Galaxy Tab S9,1,6955,6955,北京,北京市,线下专卖店,北京市电器城
2025-12-11,惠普,显示器,E27u G5,11,2222,24442,湖北,宜昌,品牌官网,品牌官网平台
2025-12-12,荣耀,手机,X50,7,1526,10682,浙江,温州,拼多多,拼多多平台
2025-12-12,三星,手机,Galaxy A55,11,3563,39193,重庆,重庆市,线下专卖店,重庆市三星专卖店
2025-12-12,索尼,手机,Xperia 5 V,2,6013,12026,河北,唐山,京东,京东平台
2025-12-13,索尼,耳机,WF-1000XM5,3,1599,4797,河北,保定,京东,京东平台
2025-12-14,联想,平板,Yoga Tab 13,11,4639,51029,河北,保定,电器城,保定电器城
2025-12-14,苹果,耳机,AirPods Pro 2,1,1899,1899,山东,济南,天猫,天猫平台
2025-12-14,戴尔,显示器,S2721QS,5,2665,13325,湖南,株洲,拼多多,拼多多平台
2025-12-14,三星,手表,Galaxy Watch 6,4,2959,11836,辽宁,大连,天猫,天猫平台
2025-12-14,OPPO,手机,Reno 11,9,3794,34146,福建,福州,线下专卖店,福州电器城
2025-12-14,OPPO,耳机,Enco X2,9,956,8604,江苏,常州,京东,京东平台
2025-12-14,联想,平板,小新Pad Pro,5,3155,15775,湖南,衡阳,天猫,天猫平台
2025-12-15,苹果,笔记本,MacBook Pro 14,3,13617,40851,江苏,无锡,品牌官网,品牌官网平台
2025-12-15,索尼,手机,Xperia 1 V,15,9352,140280,重庆,重庆市,线下专卖店,重庆市索尼专卖店
2025-12-15,联想,笔记本,ThinkPad X1 Carbon,8,14803,118424,上海,上海市,京东,京东平台
2025-12-16,苹果,耳机,AirPods Pro 2,3,1899,5697,四川,绵阳,品牌官网,品牌官网平台
2025-12-16,OPPO,手表,Watch 4 Pro,9,2352,21168,上海,上海市,京东,京东平台
2025-12-17,华为,手表,Watch GT 4,9,1787,16083,辽宁,大连,电器城,大连电器城
2025-12-17,联想,平板,Yoga Tab 13,14,4293,60102,湖南,衡阳,品牌官网,品牌官网平台
2025-12-18,华为,手机,Nova 12,14,3110,43540,重庆,重庆市,拼多多,拼多多平台
2025-12-18,华为,笔记本,MateBook X Pro,2,9917,19834,河北,保定,京东,京东平台
2025-12-19,荣耀,手表,Band 7,15,305,4575,辽宁,沈阳,拼多多,拼多多平台
2025-12-19,华为,笔记本,MateBook 14,9,7312,65808,湖北,宜昌,电器城,宜昌华为专卖店
2025-12-19,OPPO,手机,Reno 11,2,3824,7648,山东,烟台,京东,京东平台
2025-12-19,戴尔,显示器,UltraSharp 27,10,3053,30530,安徽,蚌埠,京东,京东平台
2025-12-19,惠普,显示器,X27q,3,1879,5637,江苏,南京,拼多多,拼多多平台
2025-12-21,vivo,耳机,TWS 3,5,546,2730,浙江,宁波,京东,京东平台
2025-12-21,荣耀,笔记本,MagicBook Pro 16,5,6371,31855,山东,潍坊,天猫,天猫平台
2025-12-22,OPPO,耳机,Enco Air3,1,375,375,江苏,常州,京东,京东平台
2025-12-22,三星,平板,Tab A9,12,2481,29772,陕西,宝鸡,京东,京东平台
2025-12-22,荣耀,笔记本,MagicBook X 14,14,4816,67424,陕西,西安,线下专卖店,西安电器城
2025-12-22,戴尔,笔记本,XPS 13,12,11349,136188,陕西,西安,京东,京东平台
2025-12-23,小米,手机,Xiaomi 14,11,4694,51634,辽宁,大连,天猫,天猫平台
2025-12-23,vivo,耳机,TWS Air,6,292,1752,上海,上海市,拼多多,拼多多平台
2025-12-23,荣耀,笔记本,MagicBook X 14,13,4784,62192,陕西,西安,京东,京东平台
2025-12-24,惠普,笔记本,Envy 16,15,9281,139215,福建,厦门,品牌官网,品牌官网平台
2025-12-24,联想,笔记本,小新Pro 16,1,6593,6593,浙江,温州,天猫,天猫平台
2025-12-24,华为,耳机,FreeBuds Pro 3,7,1199,8393,河北,保定,电器城,保定华为专卖店
2025-12-24,苹果,笔记本,MacBook Pro 14,14,16391,229474,四川,宜宾,拼多多,拼多多平台
2025-12-25,小米,笔记本,RedmiBook Pro 15,1,6082,6082,北京,北京市,品牌官网,品牌官网平台
2025-12-25,荣耀,平板,Pad 9,13,2183,28379,广东,深圳,品牌官网,品牌官网平台
2025-12-25,三星,平板,Tab A9,9,2388,21492,北京,北京市,品牌官网,品牌官网平台
2025-12-25,小米,平板,Redmi Pad,14,1218,17052,浙江,嘉兴,天猫,天猫平台
2025-12-26,苹果,笔记本,MacBook Pro 14,11,13953,153483,辽宁,大连,线下专卖店,大连电器城
2025-12-26,华为,手表,Watch Ultimate,14,6581,92134,福建,厦门,京东,京东平台
2025-12-26,OPPO,手表,Watch 4 Pro,5,2303,11515,北京,北京市,线下专卖店,北京市电器城
2025-12-27,索尼,耳机,LinkBuds S,13,1099,14287,辽宁,大连,京东,京东平台
2025-12-27,华为,耳机,FreeBuds Pro 3,6,1199,7194,湖北,武汉,线下专卖店,武汉华为专卖店
2025-12-27,OPPO,手机,Find X7 Ultra,1,6072,6072,陕西,西安,拼多多,拼多多平台
2025-12-28,小米,手机,Xiaomi 13T,13,3261,42393,北京,北京市,京东,京东平台
2025-12-29,三星,手表,Galaxy Watch 6,15,2353,35295,北京,北京市,电器城,北京市电器城
2025-12-29,苹果,平板,iPad Pro 11,4,6941,27764,北京,北京市,电器城,北京市电器城
2025-12-30,索尼,手机,Xperia 1 V,10,9391,93910,江苏,常州,京东,京东平台
2025-12-30,索尼,手机,Xperia 5 V,9,6769,60921,四川,成都,线下专卖店,成都索尼专卖店
2025-12-31,苹果,平板,iPad Pro 11,6,8927,53562,福建,厦门,品牌官网,品牌官网平台
2025-12-31,荣耀,手机,90 GT,13,3594,46722,广东,深圳,品牌官网,品牌官网平台
2025-12-31,惠普,笔记本,Spectre x360,10,10945,109450,山东,济南,电器城,济南电器城
