日期,品牌,车型,销售数量,单价(万元),销售额(万元),省份,城市,经销商
2025-12-22,宝马,X5,6,58.5,351.0,湖南,长沙,长沙宝马4S店
2025-12-22,蔚来,ET5,9,41.3,371.7,北京,北京市,北京市蔚来4S店
2025-12-23,理想,L7,8,45.2,361.6,四川,成都,成都理想4S店
2025-12-23,奥迪,A6L,2,49.3,98.6,安徽,芜湖,芜湖奥迪4S店
2025-12-23,长城,哈弗H6,6,11.7,70.2,河北,唐山,唐山长城4S店
2025-12-23,小鹏,P7,3,26.6,79.8,北京,北京市,北京市小鹏4S店
2025-12-23,长安,UNI-K,8,15.5,124.0,湖北,襄阳,襄阳长安4S店
2025-12-24,宝马,3系,6,51.1,306.6,湖南,长沙,长沙宝马4S店
2025-12-24,吉利,星越L,8,10.3,82.4,河北,唐山,唐山吉利4S店
2025-12-24,吉利,博越,8,13.9,111.2,福建,厦门,厦门吉利4S店
2025-12-25,宝马,X5,2,59.2,118.4,湖南,长沙,长沙宝马4S店
2025-12-25,理想,L9,8,36.5,292.0,江苏,南京,南京理想4S店
2025-12-25,理想,L7,9,37.2,334.8,上海,上海市,上海市理想4S店
2025-12-25,长城,坦克300,6,25.8,154.8,四川,绵阳,绵阳长城4S店
2025-12-26,奥迪,Q5L,4,34.2,136.8,上海,上海市,上海市奥迪4S店
2025-12-26,特斯拉,Model S,9,47.8,430.2,安徽,合肥,合肥特斯拉4S店
2025-12-26,理想,L7,6,35.0,210.0,陕西,西安,西安理想4S店
2025-12-26,特斯拉,Model 3,8,56.4,451.2,广东,佛山,佛山特斯拉4S店
2025-12-26,吉利,星瑞,9,15.1,135.9,福建,福州,福州吉利4S店
2025-12-27,奥迪,A6L,5,54.9,274.5,安徽,芜湖,芜湖奥迪4S店
2025-12-27,丰田,汉兰达,6,19.3,115.8,湖北,襄阳,襄阳丰田4S店
2025-12-27,宝马,3系,2,47.4,94.8,广东,东莞,东莞宝马4S店
2025-12-28,丰田,卡罗拉,6,21.5,129.0,湖北,襄阳,襄阳丰田4S店
2025-12-28,奔驰,E级,2,64.2,128.4,安徽,合肥,合肥奔驰4S店
2025-12-29,大众,朗逸,6,12.5,75.0,湖北,襄阳,襄阳大众4S店
2025-12-30,特斯拉,Model S,5,44.0,220.0,陕西,西安,西安特斯拉4S店
2025-12-30,大众,朗逸,6,12.3,73.8,湖南,长沙,长沙大众4S店
2025-12-31,理想,L9,5,47.0,235.0,上海,上海市,上海市理想4S店
2025-12-31,蔚来,ES6,9,53.8,484.2,浙江,杭州,杭州蔚来4S店
2025-12-31,理想,L8,5,48.6,243.0,广东,深圳,深圳理想4S店
2025-12-31,丰田,RAV4,1,21.1,21.1,福建,厦门,厦门丰田4S店
2025-12-31,长城,哈弗H6,5,17.5,87.5,河北,石家庄,石家庄长城4S店
2025-12-31,蔚来,ET7,6,38.3,229.8,广东,东莞,东莞蔚来4S店
